Code,lichaamslocalisatie,pathologie
5140,Onderarmregio,Hartaandoeningen (niet genoemd onder 41 t/m 49)
5141,Onderarmregio,Myocard-infarct (AMI)
5142,Onderarmregio,Status na coronary artery bypassoperatie (CABG)
5143,Onderarmregio,Status na percutane transluminale coronair angioplastiek (PTCA)
5144,Onderarmregio,Status na hartklepoperatie
5145,Onderarmregio,Status na operatief gecorrigeerde congenitale afwijkingen
5146,Onderarmregio,Lymfevataandoeningen / oedeem
5147,Onderarmregio,Ulcus / decubitus / necrose
5148,Onderarmregio,"Algemeen vaatlijden, circulatiestoornissen"
5149,Onderarmregio,Onbekend
5150,Onderarmregio,Cara
5151,Onderarmregio,Aangeboren afwijkingen tractus respiratorius
5152,Onderarmregio,Pneumothorax / longoedeem
5153,Onderarmregio,Luchtweginfecties
5154,Onderarmregio,COPD
5155,Onderarmregio,Emfyseem
5156,Onderarmregio,Interstitiële longaandoeningen incl. sarcoïdose
5160,Onderarmregio,Diabetes mellitus
5161,Onderarmregio,Immuniteitsstoornissen
5162,Onderarmregio,Spastisch colon
5164,Onderarmregio,Adipositas
5165,Onderarmregio,"Overige-, erfelijke aandoeningen"
5168,Onderarmregio,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
5169,Onderarmregio,Nieuwvormingen zonder chirurgie
5170,Onderarmregio,Perifere zenuwaandoening
5171,Onderarmregio,Cerebellaire aandoeningen / encephalopathieën
5172,Onderarmregio,Cerebrovasculair accident / centrale parese
5173,Onderarmregio,Multiple sclerose / ALS/ spinale spieratrofie
5174,Onderarmregio,Parkinson / extrapyramidale aandoening
5175,Onderarmregio,HNP met radiculair syndroom
5176,Onderarmregio,Dwarslaesie (incl. traumatisch en partieel)
5177,Onderarmregio,Neurotraumata
5178,Onderarmregio,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
5179,Onderarmregio,Psychomotore retardatie / ontwikkelingsstoornissen
5180,Onderarmregio,Symptomatologie (nog zonder aanwijsbare pathologie)
5181,Onderarmregio,Psychosomatische aandoeningen
5182,Onderarmregio,Hyperventilatie zonder longpathologie
5183,Onderarmregio,Proctologie
5184,Onderarmregio,"M.D.L. (Maag, Darm, Lever)"
5185,Onderarmregio,Seksuologie
5186,Onderarmregio,"Urine incontinentie, incontinentie urinae"
5187,Onderarmregio,"Fecale incontinentie, incontinentie alvi"
5188,Onderarmregio,Urologie
5189,Onderarmregio,Gynaecologie
5190,Onderarmregio,"Reumatoïde arthritis, chronische reuma"
5191,Onderarmregio,Juveniel reuma
5192,Onderarmregio,(Poly-) arthritis
5193,Onderarmregio,Spondylitis ankylopoetica / ankylose
5194,Onderarmregio,Overige reumatische- en collageenaandoeningen 
5195,Onderarmregio,Littekenweefsel
5196,Onderarmregio,Sclerodermie
5197,Onderarmregio,Psoriasis
5198,Onderarmregio,Hyperhydrosis
5199,Onderarmregio,Overige huidaandoeningen
5200,Handwortel / polsgewricht (inclusief weke delen),Amputatie
5201,Handwortel / polsgewricht (inclusief weke delen),"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
5202,Handwortel / polsgewricht (inclusief weke delen),"Botten, uitgezonderd wervelkolom"
5203,Handwortel / polsgewricht (inclusief weke delen),"Meniscectomie, synovectomie"
5204,Handwortel / polsgewricht (inclusief weke delen),"Pees, spier, ligament"
5205,Handwortel / polsgewricht (inclusief weke delen),Wervelkolom
5206,Handwortel / polsgewricht (inclusief weke delen),Verwijderde osteosynthese materiaal
5208,Handwortel / polsgewricht (inclusief weke delen),Postoperatieve contractuur / atrofie
5209,Handwortel / polsgewricht (inclusief weke delen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
5210,Handwortel / polsgewricht (inclusief weke delen),Aseptische botnecrose
5211,Handwortel / polsgewricht (inclusief weke delen),Afwijkingen wervelkolom / bekken
5212,Handwortel / polsgewricht (inclusief weke delen),Skeletafwijkingen (aangeboren)
5213,Handwortel / polsgewricht (inclusief weke delen),Ossificatiestoornis
5214,Handwortel / polsgewricht (inclusief weke delen),Ontstekingen / nieuwvormingen in het skelet
5215,Handwortel / polsgewricht (inclusief weke delen),Pseudo-arthrose / epiphysiolysis / apofysitiden
5216,Handwortel / polsgewricht (inclusief weke delen),Standsafwijkingen extremiteiten
5217,Handwortel / polsgewricht (inclusief weke delen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
5218,Handwortel / polsgewricht (inclusief weke delen),Overige orthopedische aandoeningen zonder chirurgie
5219,Handwortel / polsgewricht (inclusief weke delen),Dupuytren
5220,Handwortel / polsgewricht (inclusief weke delen),Epicondylitis / tendinitis / tendovaginitis
5221,Handwortel / polsgewricht (inclusief weke delen),Bursitis (niet traumatisch) / capsulitis
5222,Handwortel / polsgewricht (inclusief weke delen),Chondropathie / arthropathie / meniscuslaesie
5223,Handwortel / polsgewricht (inclusief weke delen),Artrose
5224,Handwortel / polsgewricht (inclusief weke delen),Osteoporose
5225,Handwortel / polsgewricht (inclusief weke delen),Syndroom van Costen
5226,Handwortel / polsgewricht (inclusief weke delen),"Spier-, pees- en fascie aandoeningen"
5227,Handwortel / polsgewricht (inclusief weke delen),"Discusdegeneratie, coccygodynie / HNP"
5228,Handwortel / polsgewricht (inclusief weke delen),Sudeckse a(dys)trofie
5231,Handwortel / polsgewricht (inclusief weke delen),Gewrichtcontusie / -distorsie
5232,Handwortel / polsgewricht (inclusief weke delen),Luxatie (sub-)
5233,Handwortel / polsgewricht (inclusief weke delen),"Spier-, peesruptuur / haematoom"
5234,Handwortel / polsgewricht (inclusief weke delen),Hydrops / haemarthos / haematoom
5235,Handwortel / polsgewricht (inclusief weke delen),Myositis ossificans / adhaesies / traumatische bursitis
5236,Handwortel / polsgewricht (inclusief weke delen),Fracturen
5237,Handwortel / polsgewricht (inclusief weke delen),Onbekend
5238,Handwortel / polsgewricht (inclusief weke delen),Whiplash injury (nektrauma)
5239,Handwortel / polsgewricht (inclusief weke delen),Status na brandwonden
5240,Handwortel / polsgewricht (inclusief weke delen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
5241,Handwortel / polsgewricht (inclusief weke delen),Myocard-infarct (AMI)
5242,Handwortel / polsgewricht (inclusief weke delen),Status na coronary artery bypassoperatie (CABG)
5243,Handwortel / polsgewricht (inclusief weke delen),Status na percutane transluminale coronair angioplastiek (PTCA)
5244,Handwortel / polsgewricht (inclusief weke delen),Status na hartklepoperatie
5245,Handwortel / polsgewricht (inclusief weke delen),Status na operatief gecorrigeerde congenitale afwijkingen
5246,Handwortel / polsgewricht (inclusief weke delen),Lymfevataandoeningen / oedeem
5247,Handwortel / polsgewricht (inclusief weke delen),Ulcus / decubitus / necrose
5248,Handwortel / polsgewricht (inclusief weke delen),"Algemeen vaatlijden, circulatiestoornissen"
5249,Handwortel / polsgewricht (inclusief weke delen),Onbekend
5250,Handwortel / polsgewricht (inclusief weke delen),Cara
5251,Handwortel / polsgewricht (inclusief weke delen),Aangeboren afwijkingen tractus respiratorius
5252,Handwortel / polsgewricht (inclusief weke delen),Pneumothorax / longoedeem
5253,Handwortel / polsgewricht (inclusief weke delen),Luchtweginfecties
5254,Handwortel / polsgewricht (inclusief weke delen),COPD
5255,Handwortel / polsgewricht (inclusief weke delen),Emfyseem
5256,Handwortel / polsgewricht (inclusief weke delen),Interstitiële longaandoeningen incl. sarcoïdose
5260,Handwortel / polsgewricht (inclusief weke delen),Diabetes mellitus
5261,Handwortel / polsgewricht (inclusief weke delen),Immuniteitsstoornissen
5262,Handwortel / polsgewricht (inclusief weke delen),Spastisch colon
5264,Handwortel / polsgewricht (inclusief weke delen),Adipositas
5265,Handwortel / polsgewricht (inclusief weke delen),"Overige-, erfelijke aandoeningen"
5268,Handwortel / polsgewricht (inclusief weke delen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
5269,Handwortel / polsgewricht (inclusief weke delen),Nieuwvormingen zonder chirurgie
5270,Handwortel / polsgewricht (inclusief weke delen),Perifere zenuwaandoening
5271,Handwortel / polsgewricht (inclusief weke delen),Cerebellaire aandoeningen / encephalopathieën
5272,Handwortel / polsgewricht (inclusief weke delen),Cerebrovasculair accident / centrale parese
5273,Handwortel / polsgewricht (inclusief weke delen),Multiple sclerose / ALS/ spinale spieratrofie
5274,Handwortel / polsgewricht (inclusief weke delen),Parkinson / extrapyramidale aandoening
5275,Handwortel / polsgewricht (inclusief weke delen),HNP met radiculair syndroom
5276,Handwortel / polsgewricht (inclusief weke delen),Dwarslaesie (incl. traumatisch en partieel)
5277,Handwortel / polsgewricht (inclusief weke delen),Neurotraumata
5278,Handwortel / polsgewricht (inclusief weke delen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
5279,Handwortel / polsgewricht (inclusief weke delen),Psychomotore retardatie / ontwikkelingsstoornissen
5280,Handwortel / polsgewricht (inclusief weke delen),Symptomatologie (nog zonder aanwijsbare pathologie)
5281,Handwortel / polsgewricht (inclusief weke delen),Psychosomatische aandoeningen
5282,Handwortel / polsgewricht (inclusief weke delen),Hyperventilatie zonder longpathologie
5283,Handwortel / polsgewricht (inclusief weke delen),Proctologie
5284,Handwortel / polsgewricht (inclusief weke delen),"M.D.L. (Maag, Darm, Lever)"
5285,Handwortel / polsgewricht (inclusief weke delen),Seksuologie
5286,Handwortel / polsgewricht (inclusief weke delen),"Urine incontinentie, incontinentie urinae"
5287,Handwortel / polsgewricht (inclusief weke delen),"Fecale incontinentie, incontinentie alvi"
5288,Handwortel / polsgewricht (inclusief weke delen),Urologie
5289,Handwortel / polsgewricht (inclusief weke delen),Gynaecologie
5290,Handwortel / polsgewricht (inclusief weke delen),"Reumatoïde arthritis, chronische reuma"
5291,Handwortel / polsgewricht (inclusief weke delen),Juveniel reuma
5292,Handwortel / polsgewricht (inclusief weke delen),(Poly-) arthritis
5293,Handwortel / polsgewricht (inclusief weke delen),Spondylitis ankylopoetica / ankylose
5294,Handwortel / polsgewricht (inclusief weke delen),Overige reumatische- en collageenaandoeningen 
5295,Handwortel / polsgewricht (inclusief weke delen),Littekenweefsel
5296,Handwortel / polsgewricht (inclusief weke delen),Sclerodermie
5297,Handwortel / polsgewricht (inclusief weke delen),Psoriasis
5298,Handwortel / polsgewricht (inclusief weke delen),Hyperhydrosis
5299,Handwortel / polsgewricht (inclusief weke delen),Overige huidaandoeningen
5300,Middenhandregio (inclusief weke delen),Amputatie
5301,Middenhandregio (inclusief weke delen),"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
5302,Middenhandregio (inclusief weke delen),"Botten, uitgezonderd wervelkolom"
5303,Middenhandregio (inclusief weke delen),"Meniscectomie, synovectomie"
5304,Middenhandregio (inclusief weke delen),"Pees, spier, ligament"
5305,Middenhandregio (inclusief weke delen),Wervelkolom
5306,Middenhandregio (inclusief weke delen),Verwijderde osteosynthese materiaal
5308,Middenhandregio (inclusief weke delen),Postoperatieve contractuur / atrofie
5309,Middenhandregio (inclusief weke delen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
5310,Middenhandregio (inclusief weke delen),Aseptische botnecrose
5311,Middenhandregio (inclusief weke delen),Afwijkingen wervelkolom / bekken
5312,Middenhandregio (inclusief weke delen),Skeletafwijkingen (aangeboren)
5313,Middenhandregio (inclusief weke delen),Ossificatiestoornis
5314,Middenhandregio (inclusief weke delen),Ontstekingen / nieuwvormingen in het skelet
5315,Middenhandregio (inclusief weke delen),Pseudo-arthrose / epiphysiolysis / apofysitiden
5316,Middenhandregio (inclusief weke delen),Standsafwijkingen extremiteiten
5317,Middenhandregio (inclusief weke delen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
5318,Middenhandregio (inclusief weke delen),Overige orthopedische aandoeningen zonder chirurgie
5319,Middenhandregio (inclusief weke delen),Dupuytren
5320,Middenhandregio (inclusief weke delen),Epicondylitis / tendinitis / tendovaginitis
5321,Middenhandregio (inclusief weke delen),Bursitis (niet traumatisch) / capsulitis
5322,Middenhandregio (inclusief weke delen),Chondropathie / arthropathie / meniscuslaesie
5323,Middenhandregio (inclusief weke delen),Artrose
5324,Middenhandregio (inclusief weke delen),Osteoporose
5325,Middenhandregio (inclusief weke delen),Syndroom van Costen
5326,Middenhandregio (inclusief weke delen),"Spier-, pees- en fascie aandoeningen"
5327,Middenhandregio (inclusief weke delen),"Discusdegeneratie, coccygodynie / HNP"
5328,Middenhandregio (inclusief weke delen),Sudeckse a(dys)trofie
5331,Middenhandregio (inclusief weke delen),Gewrichtcontusie / -distorsie
5332,Middenhandregio (inclusief weke delen),Luxatie (sub-)
5333,Middenhandregio (inclusief weke delen),"Spier-, peesruptuur / haematoom"
5334,Middenhandregio (inclusief weke delen),Hydrops / haemarthos / haematoom
5335,Middenhandregio (inclusief weke delen),Myositis ossificans / adhaesies / traumatische bursitis
5336,Middenhandregio (inclusief weke delen),Fracturen
5337,Middenhandregio (inclusief weke delen),Onbekend
5338,Middenhandregio (inclusief weke delen),Whiplash injury (nektrauma)
5339,Middenhandregio (inclusief weke delen),Status na brandwonden
5340,Middenhandregio (inclusief weke delen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
5341,Middenhandregio (inclusief weke delen),Myocard-infarct (AMI)
5342,Middenhandregio (inclusief weke delen),Status na coronary artery bypassoperatie (CABG)
5343,Middenhandregio (inclusief weke delen),Status na percutane transluminale coronair angioplastiek (PTCA)
5344,Middenhandregio (inclusief weke delen),Status na hartklepoperatie
5345,Middenhandregio (inclusief weke delen),Status na operatief gecorrigeerde congenitale afwijkingen
5346,Middenhandregio (inclusief weke delen),Lymfevataandoeningen / oedeem
5347,Middenhandregio (inclusief weke delen),Ulcus / decubitus / necrose
5348,Middenhandregio (inclusief weke delen),"Algemeen vaatlijden, circulatiestoornissen"
5349,Middenhandregio (inclusief weke delen),Onbekend
5350,Middenhandregio (inclusief weke delen),Cara
5351,Middenhandregio (inclusief weke delen),Aangeboren afwijkingen tractus respiratorius
5352,Middenhandregio (inclusief weke delen),Pneumothorax / longoedeem
5353,Middenhandregio (inclusief weke delen),Luchtweginfecties
5354,Middenhandregio (inclusief weke delen),COPD
5355,Middenhandregio (inclusief weke delen),Emfyseem
5356,Middenhandregio (inclusief weke delen),Interstitiële longaandoeningen incl. sarcoïdose
5360,Middenhandregio (inclusief weke delen),Diabetes mellitus
5361,Middenhandregio (inclusief weke delen),Immuniteitsstoornissen
5362,Middenhandregio (inclusief weke delen),Spastisch colon
5364,Middenhandregio (inclusief weke delen),Adipositas
5365,Middenhandregio (inclusief weke delen),"Overige-, erfelijke aandoeningen"
5368,Middenhandregio (inclusief weke delen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
5369,Middenhandregio (inclusief weke delen),Nieuwvormingen zonder chirurgie
5370,Middenhandregio (inclusief weke delen),Perifere zenuwaandoening
5371,Middenhandregio (inclusief weke delen),Cerebellaire aandoeningen / encephalopathieën
5372,Middenhandregio (inclusief weke delen),Cerebrovasculair accident / centrale parese
5373,Middenhandregio (inclusief weke delen),Multiple sclerose / ALS/ spinale spieratrofie
5374,Middenhandregio (inclusief weke delen),Parkinson / extrapyramidale aandoening
5375,Middenhandregio (inclusief weke delen),HNP met radiculair syndroom
5376,Middenhandregio (inclusief weke delen),Dwarslaesie (incl. traumatisch en partieel)
5377,Middenhandregio (inclusief weke delen),Neurotraumata
5378,Middenhandregio (inclusief weke delen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
5379,Middenhandregio (inclusief weke delen),Psychomotore retardatie / ontwikkelingsstoornissen
5380,Middenhandregio (inclusief weke delen),Symptomatologie (nog zonder aanwijsbare pathologie)
5381,Middenhandregio (inclusief weke delen),Psychosomatische aandoeningen
5382,Middenhandregio (inclusief weke delen),Hyperventilatie zonder longpathologie
5383,Middenhandregio (inclusief weke delen),Proctologie
5384,Middenhandregio (inclusief weke delen),"M.D.L. (Maag, Darm, Lever)"
5385,Middenhandregio (inclusief weke delen),Seksuologie
5386,Middenhandregio (inclusief weke delen),"Urine incontinentie, incontinentie urinae"
5387,Middenhandregio (inclusief weke delen),"Fecale incontinentie, incontinentie alvi"
5388,Middenhandregio (inclusief weke delen),Urologie
5389,Middenhandregio (inclusief weke delen),Gynaecologie
5390,Middenhandregio (inclusief weke delen),"Reumatoïde arthritis, chronische reuma"
5391,Middenhandregio (inclusief weke delen),Juveniel reuma
5392,Middenhandregio (inclusief weke delen),(Poly-) arthritis
5393,Middenhandregio (inclusief weke delen),Spondylitis ankylopoetica / ankylose
5394,Middenhandregio (inclusief weke delen),Overige reumatische- en collageenaandoeningen 
5395,Middenhandregio (inclusief weke delen),Littekenweefsel
5396,Middenhandregio (inclusief weke delen),Sclerodermie
5397,Middenhandregio (inclusief weke delen),Psoriasis
5398,Middenhandregio (inclusief weke delen),Hyperhydrosis
5399,Middenhandregio (inclusief weke delen),Overige huidaandoeningen
5400,Vingers,Amputatie
5401,Vingers,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
5402,Vingers,"Botten, uitgezonderd wervelkolom"
5403,Vingers,"Meniscectomie, synovectomie"
5404,Vingers,"Pees, spier, ligament"
5405,Vingers,Wervelkolom
5406,Vingers,Verwijderde osteosynthese materiaal
5408,Vingers,Postoperatieve contractuur / atrofie
5409,Vingers,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
5410,Vingers,Aseptische botnecrose
5411,Vingers,Afwijkingen wervelkolom / bekken
5412,Vingers,Skeletafwijkingen (aangeboren)
5413,Vingers,Ossificatiestoornis
5414,Vingers,Ontstekingen / nieuwvormingen in het skelet
5415,Vingers,Pseudo-arthrose / epiphysiolysis / apofysitiden
5416,Vingers,Standsafwijkingen extremiteiten
5417,Vingers,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
5418,Vingers,Overige orthopedische aandoeningen zonder chirurgie
5419,Vingers,Dupuytren
5420,Vingers,Epicondylitis / tendinitis / tendovaginitis
5421,Vingers,Bursitis (niet traumatisch) / capsulitis
5422,Vingers,Chondropathie / arthropathie / meniscuslaesie
5423,Vingers,Artrose
5424,Vingers,Osteoporose
5425,Vingers,Syndroom van Costen
5426,Vingers,"Spier-, pees- en fascie aandoeningen"
5427,Vingers,"Discusdegeneratie, coccygodynie / HNP"
5428,Vingers,Sudeckse a(dys)trofie
